0,1,2,3,4,5,6,7,8,9,10,11
State,District,Year,Wheat,Wheat,Wheat,,,,,,
State,District,Year,Rabi,Rabi,Rabi,,,,,,
State,District,Year,Area (Hectare),Production  (Tonnes),Yield  (Tonne/Hectare),,,,,,
1. Punjab,17. Nawanshahr,2021 - 2022,77300.00,299000.00,3.87,,,,,,
1. Punjab,17. Nawanshahr,2022 - 2023,78100.00,386300.00,4.95,,,,,,
1. Punjab,18. Pathankot,2012  - 2013,42000.00,173000.00,4.12,,,,,,
1. Punjab,18. Pathankot,2013 - 2014,42000.00,167000.00,3.98,,,,,,
1. Punjab,18. Pathankot,2014 - 2015,42000.00,115000.00,2.74,,,,,,
1. Punjab,18. Pathankot,2015 - 2016,41000.00,166000.00,4.05,,,,,,
1. Punjab,18. Pathankot,2016 - 2017,41000.00,168000.00,4.1,,,,,,
1. Punjab,18. Pathankot,2017 - 2018,41000.00,165000.00,4.02,,,,,,
1. Punjab,18. Pathankot,2018 - 2019,41000.00,163000.00,3.98,,,,,,
1. Punjab,18. Pathankot,2019 - 2020,40000.00,158000.00,3.95,,,,,,
1. Punjab,18. Pathankot,2020 - 2021,42000.00,182000.00,4.33,,,,,,
1. Punjab,18. Pathankot,2021 - 2022,39400.00,144000.00,3.65,,,,,,
1. Punjab,18. Pathankot,2022 - 2023,40100.00,160300.00,4,,,,,,
1. Punjab,19. Patiala,1997  - 1998,253000.00,1026000.00,4.06,,,,,,
1. Punjab,19. Patiala,1998 - 1999,393000.00,1749000.00,4.45,,,,,,
1. Punjab,19. Patiala,1999 - 2000,264000.00,1267000.00,4.8,,,,,,
1. Punjab,19. Patiala,2000 - 2001,261000.00,1191000.00,4.56,,,,,,
1. Punjab,19. Patiala,2001 - 2002,265000.00,1310000.00,4.94,,,,,,
1. Punjab,19. Patiala,2002 - 2003,265000.00,1184000.00,4.47,,,,,,
1. Punjab,19. Patiala,2003 - 2004,266000.00,1095000.00,4.12,,,,,,
1. Punjab,19. Patiala,2004 - 2005,266000.00,1197000.00,4.5,,,,,,
1. Punjab,19. Patiala,2005 - 2006,262000.00,1109000.00,4.23,,,,,,
1. Punjab,19. Patiala,2006 - 2007,244000.00,1126000.00,4.61,,,,,,
1. Punjab,19. Patiala,2007 - 2008,240000.00,1133000.00,4.72,,,,,,
1. Punjab,19. Patiala,2008 - 2009,242000.00,1137000.00,4.7,,,,,,
1. Punjab,19. Patiala,2009 - 2010,235000.00,1063000.00,4.52,,,,,,
1. Punjab,19. Patiala,2010 - 2011,236000.00,1141000.00,4.83,,,,,,
1. Punjab,19. Patiala,2011 - 2012,237000.00,1297000.00,5.47,,,,,,
1. Punjab,19. Patiala,2012 - 2013,234000.00,1123000.00,4.8,,,,,,
1. Punjab,19. Patiala,2013 - 2014,232000.00,1153000.00,4.97,,,,,,
1. Punjab,19. Patiala,2014 - 2015,233000.00,1024000.00,4.39,,,,,,
1. Punjab,19. Patiala,2015 - 2016,234000.00,1073000.00,4.59,,,,,,
1. Punjab,19. Patiala,2016 - 2017,231000.00,1193000.00,5.16,,,,,,
1. Punjab,19. Patiala,2017 - 2018,232000.00,1223000.00,5.27,,,,,,
1. Punjab,19. Patiala,2018 - 2019,233000.00,1275000.00,5.47,,,,,,
1. Punjab,19. Patiala,2019 - 2020,234000.00,1116000.00,4.77,,,,,,
1. Punjab,19. Patiala,2020 - 2021,233700.00,1162000.00,4.97,,,,,,
1. Punjab,19. Patiala,2021 - 2022,233500.00,907000.00,3.88,,,,,,
1. Punjab,19. Patiala,2022 - 2023,233300.00,1145100.00,4.91,,,,,,
1. Punjab,20. Rupnagar,1997  - 1998,83000.00,296000.00,3.57,,,,,,
1. Punjab,20. Rupnagar,1998 - 1999,110000.00,482000.00,4.38,,,,,,
1. Punjab,20. Rupnagar,1999 - 2000,87000.00,350000.00,4.02,,,,,,
1. Punjab,20. Rupnagar,2000 - 2001,86000.00,312000.00,3.63,,,,,,
1. Punjab,20. Rupnagar,2001 - 2002,88000.00,347000.00,3.94,,,,,,
1. Punjab,20. Rupnagar,2002 - 2003,86000.00,305000.00,3.55,,,,,,
1. Punjab,20. Rupnagar,2003 - 2004,87000.00,307000.00,3.53,,,,,,
1. Punjab,20. Rupnagar,2004 - 2005,89000.00,312000.00,3.51,,,,,,
1. Punjab,20. Rupnagar,2005 - 2006,91000.00,327000.00,3.59,,,,,,
1. Punjab,20. Rupnagar,2006 - 2007,57000.00,216000.00,3.79,,,,,,
1. Punjab,20. Rupnagar,2007 - 2008,62000.00,256000.00,4.13,,,,,,
1. Punjab,20. Rupnagar,2008 - 2009,64000.00,212000.00,3.31,,,,,,
1. Punjab,20. Rupnagar,2009 - 2010,65000.00,277000.00,4.26,,,,,,
1. Punjab,20. Rupnagar,2010 - 2011,65000.00,253000.00,3.89,,,,,,
1. Punjab,20. Rupnagar,2011 - 2012,64000.00,297000.00,4.64,,,,,,
1. Punjab,20. Rupnagar,2012 - 2013,63000.00,284000.00,4.51,,,,,,
1. Punjab,20. Rupnagar,2013 - 2014,67000.00,307000.00,4.58,,,,,,
1. Punjab,20. Rupnagar,2014 - 2015,66000.00,266000.00,4.03,,,,,,
1. Punjab,20. Rupnagar,2015 - 2016,64000.00,274000.00,4.28,,,,,,
1. Punjab,20. Rupnagar,2016 - 2017,68000.00,328000.00,4.82,,,,,,
1. Punjab,20. Rupnagar,2017 - 2018,67000.00,326000.00,4.87,,,,,,
1. Punjab,20. Rupnagar,2018 - 2019,69000.00,315000.00,4.57,,,,,,
1. Punjab,20. Rupnagar,2019 - 2020,69000.00,299000.00,4.33,,,,,,
1. Punjab,20. Rupnagar,2020 - 2021,68700.00,310000.00,4.51,,,,,,
1. Punjab,20. Rupnagar,2021 - 2022,68600.00,248000.00,3.62,,,,,,
1. Punjab,20. Rupnagar,2022 - 2023,67900.00,306300.00,4.51,,,,,,
1. Punjab,21. S.a.s nagar,2006  - 2007,50000.00,193000.00,3.86,,,,,,
1. Punjab,21. S.a.s nagar,2007 - 2008,48000.00,191000.00,3.98,,,,,,
1. Punjab,21. S.a.s nagar,2008 - 2009,49000.00,208000.00,4.24,,,,,,
1. Punjab,21. S.a.s nagar,2009 - 2010,53000.00,238000.00,4.49,,,,,,
1. Punjab,21. S.a.s nagar,2010 - 2011,53000.00,227000.00,4.28,,,,,,
1. Punjab,21. S.a.s nagar,2011 - 2012,52000.00,249000.00,4.79,,,,,,
1. Punjab,21. S.a.s nagar,2012 - 2013,54000.00,233000.00,4.31,,,,,,
1. Punjab,21. S.a.s nagar,2013 - 2014,51000.00,228000.00,4.47,,,,,,
1. Punjab,21. S.a.s nagar,2014 - 2015,50000.00,198000.00,3.96,,,,,,
1. Punjab,21. S.a.s nagar,2015 - 2016,50000.00,232000.00,4.64,,,,,,
1. Punjab,21. S.a.s nagar,2016 - 2017,50000.00,235000.00,4.7,,,,,,
1. Punjab,21. S.a.s nagar,2017 - 2018,50000.00,248000.00,4.96,,,,,,
1. Punjab,21. S.a.s nagar,2018 - 2019,50000.00,232000.00,4.64,,,,,,
1. Punjab,21. S.a.s nagar,2019 - 2020,50000.00,226000.00,4.52,,,,,,
1. Punjab,21. S.a.s nagar,2020 - 2021,48500.00,212000.00,4.37,,,,,,
1. Punjab,21. S.a.s nagar,2021 - 2022,50100.00,186000.00,3.71,,,,,,
1. Punjab,21. S.a.s nagar,2022 - 2023,53000.00,217000.00,4.09,,,,,,
1. Punjab,22. Sangrur,1997  - 1998,401000.00,1732000.00,4.32,,,,,,
1. Punjab,22. Sangrur,1998 - 1999,86000.00,325000.00,3.78,,,,,,
1. Punjab,22. Sangrur,1999 - 2000,394000.00,1902000.00,4.83,,,,,,
1. Punjab,22. Sangrur,2000 - 2001,393000.00,1921000.00,4.89,,,,,,
1. Punjab,22. Sangrur,2001 - 2002,392000.00,1890000.00,4.82,,,,,,
1. Punjab,22. Sangrur,2002 - 2003,394000.00,1805000.00,4.58,,,,,,
1. Punjab,22. Sangrur,2003 - 2004,397000.00,1720000.00,4.33,,,,,,
1. Punjab,22. Sangrur,2004 - 2005,397000.00,1782000.00,4.49,,,,,,
1. Punjab,22. Sangrur,2005 - 2006,396000.00,1677000.00,4.23,,,,,,
1. Punjab,22. Sangrur,2006 - 2007,396000.00,1755000.00,4.43,,,,,,
1. Punjab,22. Sangrur,2007 - 2008,283000.00,1327000.00,4.69,,,,,,
1. Punjab,22. Sangrur,2008 - 2009,285000.00,1355000.00,4.75,,,,,,
1. Punjab,22. Sangrur,2009 - 2010,287000.00,1302000.00,4.54,,,,,,
1. Punjab,22. Sangrur,2010 - 2011,287000.00,1472000.00,5.13,,,,,,
1. Punjab,22. Sangrur,2011 - 2012,287000.00,1577000.00,5.49,,,,,,
1. Punjab,22. Sangrur,2012 - 2013,285000.00,1473000.00,5.17,,,,,,
1. Punjab,22. Sangrur,2013 - 2014,285000.00,1567000.00,5.5,,,,,,
1. Punjab,22. Sangrur,2014 - 2015,284000.00,1366000.00,4.81,,,,,,
1. Punjab,22. Sangrur,2015 - 2016,286000.00,1373000.00,4.8,,,,,,
1. Punjab,22. Sangrur,2016 - 2017,286000.00,1589000.00,5.56,,,,,,
1. Punjab,22. Sangrur,2017 - 2018,288000.00,1599000.00,5.55,,,,,,
1. Punjab,22. Sangrur,2018 - 2019,290000.00,1682000.00,5.8,,,,,,
1. Punjab,22. Sangrur,2019 - 2020,291000.00,1678000.00,5.77,,,,,,
1. Punjab,22. Sangrur,2020 - 2021,291000.00,1532000.00,5.26,,,,,,
1. Punjab,22. Sangrur,2021 - 2022,238800.00,989000.00,4.14,,,,,,
1. Punjab,22. Sangrur,2022 - 2023,238700.00,1257700.00,5.27,,,,,,
1. Punjab,23. Tarn taran,2006  - 2007,183000.00,758000.00,4.14,,,,,,
1. Punjab,23. Tarn taran,2007 - 2008,185000.00,819000.00,4.43,,,,,,
1. Punjab,23. Tarn taran,2008 - 2009,186000.00,856000.00,4.6,,,,,,
1. Punjab,23. Tarn taran,2009 - 2010,186000.00,771000.00,4.15,,,,,,
1. Punjab,23. Tarn taran,2010 - 2011,186000.00,850000.00,4.57,,,,,,
1. Punjab,23. Tarn taran,2011 - 2012,185000.00,902000.00,4.88,,,,,,
1. Punjab,23. Tarn taran,2012 - 2013,182000.00,798000.00,4.38,,,,,,
1. Punjab,23. Tarn taran,2013 - 2014,183000.00,931000.00,5.09,,,,,,
1. Punjab,23. Tarn taran,2014 - 2015,188000.00,777000.00,4.13,,,,,,
1. Punjab,23. Tarn taran,2015 - 2016,186000.00,842000.00,4.53,,,,,,
1. Punjab,23. Tarn taran,2016 - 2017,185000.00,886000.00,4.79,,,,,,
1. Punjab,23. Tarn taran,2017 - 2018,186000.00,871000.00,4.68,,,,,,
1. Punjab,23. Tarn taran,2018 - 2019,187000.00,916000.00,4.9,,,,,,
1. Punjab,23. Tarn taran,2019 - 2020,188000.00,855000.00,4.55,,,,,,
1. Punjab,23. Tarn taran,2020 - 2021,187000.00,880000.00,4.71,,,,,,
1. Punjab,23. Tarn taran,2021 - 2022,185500.00,796000.00,4.29,,,,,,
1. Punjab,23. Tarn taran,2022 - 2023,189800.00,886400.00,4.67,,,,,,
